Symbol,Name,Market Cap,Country,IPO Year,Volume,Sector,Industry
JVA,Coffee Holding Co. Inc. Common Stock,7649523,United States,2005,12787,Consumer Staples,Packaged Foods
JXN^A,Jackson Financial Inc. Depositary Shares each representing a 1/1000th interest in a share of Fixed-Rate Reset Noncumulative Perpetual Preferred Stock Series A,,United States,,15553,,
KA,Kineta Inc. Common Stock,8522725,United States,2016,527299,Health Care,Biotechnology: Pharmaceutical Preparations
KALA,KALA BIO Inc. Common Stock,20131042,United States,2017,8471,Health Care,Biotechnology: Pharmaceutical Preparations
KAVL,Kaival Brands Innovations Group Inc. Common Stock,5294183,United States,,6227,Health Care, Medicinal Chemicals and Botanical Products 
KEY^I,KeyCorp Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed-to-Floating Rate Perpetual Non-Cumulative Preferred Stock Series E,,United States,,37300,,
KEY^J,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series F,,United States,,19827,,
KEY^K,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series G,,United States,,18603,,
KEY^L,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series H,,United States,,53897,,
KF,Korea Fund Inc. (The) New Common Stock,0,United States,,25565,Finance,Investment Managers
KFFB,Kentucky First Federal Bancorp Common Stock,32427727,United States,2005,2304,Finance,Savings Institutions
KIM^L,Kimco Realty Corporation Class L Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.125% Class L Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,,United States,,2720,,
KIM^M,Kimco Realty Corporation Class M Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.25% Class M Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,,United States,,16212,,
KIM^N,Kimco Realty Corporation Depositary Shares each representing 1/1000th interest in a share of 7.25% Class N Cumulative Convertible Perpetual Preferred Stock,,United States,,1900,,
KINS,Kingstone Companies Inc. Common Stock,39917114,United States,,4570,Finance,Specialty Insurers
KIRK,Kirkland's Inc. COMMONSTOCK,34247744,United States,2002,58885,Consumer Discretionary,Other Specialty Stores
KITT,Nauticus Robotics Inc. Common stock,12508956,United States,2021,1364665,Industrials,Industrial Machinery/Components
KITTW,Nauticus Robotics Inc. Warrant,1511082,United States,2021,952,Industrials,Industrial Machinery/Components
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,0,United States,2021,21216,,
KOSS,Koss Corporation Common Stock,23229535,United States,,14930,Consumer Staples,Consumer Electronics/Appliances
KPLTW,Katapult Holdings Inc. Warrant,52847,United States,2019,596,Consumer Discretionary,Diversified Commercial Services
KPRX,Kiora Pharmaceuticals Inc.  Common Stock,17316453,United States,,140877,Health Care,Biotechnology: Pharmaceutical Preparations
KREF^A,KKR Real Estate Finance Trust Inc. 6.50% Series A Cumulative Redeemable Preferred Stock,,United States,,23111,,
KRNL,Kernel Group Holdings Inc. Class A Ordinary Shares,0,United States,2021,130,Finance,Blank Checks
KRNLU,Kernel Group Holdings Inc. Units,0,United States,2021,3,Finance,Blank Checks
KRNLW,Kernel Group Holdings Inc. Warrants,0,United States,2021,16000,Finance,Blank Checks
KRRO,Korro Bio Inc. Common Stock,36881988,United States,2019,21640,Health Care,Biotechnology: Pharmaceutical Preparations
KSCP,Knightscope Inc. Class A Common Stock,43057055,United States,2022,1611637,Telecommunications,Telecommunications Equipment
KSM,DWS Strategic Municipal Income Trust,0,United States,1989,39735,Finance,Trusts Except Educational Religious and Charitable
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,0,United States,,902,Finance,Investment Managers
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),0,United States,,2250,Finance,Finance: Consumer Services
KTRA,Kintara Therapeutics Inc. Common Stock,3997481,United States,,7244249,Health Care,Biotechnology: Pharmaceutical Preparations
KTTA,Pasithea Therapeutics Corp. Common Stock,7438673,United States,2021,4726,Health Care,Biotechnology: Pharmaceutical Preparations
KTTAW,Pasithea Therapeutics Corp. Warrant,12189,United States,2021,250,Health Care,Biotechnology: Pharmaceutical Preparations
KULR,KULR Technology Group Inc. Common Stock,19182701,United States,,599754,Technology,Electrical Products
KVAC,Keen Vision Acquisition Corporation Ordinary Shares,0,United States,2023,301278,,
KVACU,Keen Vision Acquisition Corporation Units,0,United States,2023,100,,
KVACW,Keen Vision Acquisition Corporation Warrant,0,United States,2023,75730,,
KYCH,Keyarch Acquisition Corporation Ordinary Shares,0,United States,2022,10,Finance,Blank Checks
KYCHR,Keyarch Acquisition Corporation Rights,0,United States,2022,4201,Finance,Blank Checks
KYCHW,Keyarch Acquisition Corporation Warrant,0,United States,2022,6205,Finance,Blank Checks
LABP,Landos Biopharma Inc. Common Stock,20289906,United States,2021,5738,Health Care, Medicinal Chemicals and Botanical Products 
LASE,Laser Photonics Corporation Common Stock,14905407,United States,2022,1851763,Industrials,Industrial Machinery/Components
LBBB,Lakeshore Acquisition II Corp. Ordinary Shares,0,United States,2022,4364,Finance,Blank Checks
LBBBR,Lakeshore Acquisition II Corp. Rights,0,United States,2022,4787,Finance,Blank Checks
LBBBW,Lakeshore Acquisition II Corp. Warrants,0,United States,2022,2000,Finance,Blank Checks
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,0,United States,2012,122188,Finance,Finance Companies
LDTCW,LeddarTech Holdings Inc. Warrants,3334557,United States,2021,2107,Technology,Computer Software: Prepackaged Software
LDWY,Lendway Inc. Common Stock (DE),8815967,United States,,1682,Consumer Discretionary,Advertising
LFLY,Leafly Holdings Inc. Common Stock,5847181,United States,2019,45894,Technology,Computer Software: Prepackaged Software
LFLYW,Leafly Holdings Inc. Warrant,62718,United States,2019,1275,Technology,Computer Software: Prepackaged Software
LFT^A,Lument Finance Trust Inc. 7.875% Series A Cumulative Redeemable Preferred Stock,,United States,,45,,
LGI,Lazard Global Total Return and Income Fund Common Stock,0,United States,2004,19021,,
LGL,LGL Group Inc. (The) Common Stock,31207623,United States,1946,5617,Technology,Industrial Machinery/Components
LGMK,LogicMark Inc. Common Stock (NV),1489968,United States,,26077,Health Care,Industrial Specialties
LGVCU,LAMF Global Ventures Corp. I Unit,0,United States,2021,3759,,
LGVCW,LAMF Global Ventures Corp. I Warrant,0,United States,2021,764,,
LGVN,Longeveron Inc. Class A Common Stock,13245932,United States,2021,45835,Health Care, Medicinal Chemicals and Botanical Products 
LIBY,Liberty Resources Acquisition Corp. Class A Common Stock,0,United States,2021,611,Finance,Blank Checks
LIBYU,Liberty Resources Acquisition Corp. Unit,0,United States,2021,184,Finance,Blank Checks
LIBYW,Liberty Resources Acquisition Corp. Warrant,0,United States,2021,21700,Finance,Blank Checks
LIDR,AEye Inc. Class A Common Stock,10410587,United States,2021,146924,Consumer Discretionary,Auto Parts:O.E.M.
LIDRW,AEye Inc. Warrant,61460,United States,2021,20747,Consumer Discretionary,Auto Parts:O.E.M.
LIFWW,MSP Recovery Inc. Warrant,706742,United States,,70773,Technology,Computer Software: Prepackaged Software
LIFWZ,MSP Recovery Inc. Warrant,6928847,United States,2020,109,Technology,Computer Software: Prepackaged Software
LIPO,Lipella Pharmaceuticals Inc. Common Stock,5048777,United States,2022,1182170,Health Care,Biotechnology: Pharmaceutical Preparations
LIXT,Lixte Biotechnology Holdings Inc. Common Stock,5522907,United States,,6262,Health Care,Biotechnology: Pharmaceutical Preparations
LIXTW,Lixte Biotechnology Holdings Inc. Warrants,168697,United States,,21,Health Care,Biotechnology: Pharmaceutical Preparations
LMFA,LM Funding America Inc. Common Stock,6988948,United States,2015,733950,Finance,Finance: Consumer Services
LNC^D,Lincoln National Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of 9.000% Non-Cumulative Preferred Stock Series D,,United States,,24701,,
LNSR,LENSAR Inc. Common Stock,48368580,United States,,118349,Health Care,Medical Electronics
LNZAW,LanzaTech Global Inc. Warrant,45227764,United States,2021,700,Industrials,Major Chemicals
LODE,Comstock Inc. Common Stock,43062240,United States,,1806085,Finance,Real Estate
LPCN,Lipocine Inc. Common Stock,19349621,United States,,11307,Health Care,Biotechnology: Pharmaceutical Preparations
LPTV,Loop Media Inc. Common Stock,42071451,United States,2022,61609,Industrials,Broadcasting
LQR,LQR House Inc. Common Stock,9562269,United States,2023,412421,,
LRHC,La Rosa Holdings Corp. Common Stock,23929479,United States,2023,143837,,
LSEAW,Landsea Homes Corporation Warrant,11379869,United States,2018,9018,Consumer Discretionary,Homebuilding
LSTA,Lisata Therapeutics Inc. Common Stock,25919191,United States,,10826,Health Care,Misc Health and Biotechnology Services
LTBR,Lightbridge Corporation Common Stock,33962460,United States,,118872,Consumer Discretionary,Business Services
LTRY,Lottery.com Inc. Common Stock,,United States,2023,50784,Technology,Computer Software: Prepackaged Software
LTRYW,Lottery.com Inc. Warrants,,United States,2023,9650,Technology,Computer Software: Prepackaged Software
LUCY,Innovative Eyewear Inc. Common Stock,4961511,United States,2022,31526,Health Care,Ophthalmic Goods
LUCYW,Innovative Eyewear Inc. Series A Warrants 8/16/27,980418,United States,2022,2823,Health Care,Ophthalmic Goods
LUMO,Lumos Pharma Inc. Common Stock,24139475,United States,2011,70149,Health Care,Biotechnology: Pharmaceutical Preparations
LXP^C,LXP Industrial Trust 6.5% Series C Cumulative Convertible Preferred Stock,,United States,,2717,,
MAA^I,Mid-America Apartment Communities Inc. 8.50% Series I Cumulative Redeemable Preferred Stock,,United States,,68,,
MACA,Moringa Acquisition Corp Class A Ordinary Shares,0,United States,2021,7194,Finance,Blank Checks
MACAW,Moringa Acquisition Corp Warrant,0,United States,2021,111,Finance,Blank Checks
MAPSW,WM Technology Inc. Warrants ,7423564,United States,2019,1460,Consumer Discretionary,Other Consumer Services
MAQC,Maquia Capital Acquisition Corporation Class A Common Stock,0,United States,2021,310,Finance,Blank Checks
MAQCW,Maquia Capital Acquisition Corporation Warrant,0,United States,2021,76182,Finance,Blank Checks
MARPS,Marine Petroleum Trust Units of Beneficial Interest,8444800,United States,,3361,Energy,Oil & Gas Production
MARX,Mars Acquisition Corp. Ordinary Shares,0,United States,2023,6996,Finance,Blank Checks
MARXR,Mars Acquisition Corp. Rights,0,United States,2023,603,Finance,Blank Checks
MAV,Pioneer Municipal High Income Advantage Fund Inc.,0,United States,,94570,Finance,Finance Companies
MBIO,Mustang Bio Inc. Common Stock,12443207,United States,,41278,Health Care,Biotechnology: Pharmaceutical Preparations
MBRX,Moleculin Biotech Inc. Common Stock,22520157,United States,2016,117638,Health Care,Biotechnology: Pharmaceutical Preparations
MBTC,Nocturne Acquisition Corporation Ordinary Shares,0,United States,2021,11,Finance,Blank Checks
MBTCR,Nocturne Acquisition Corporation Right,0,United States,2021,1003,Finance,Blank Checks
MCAA,Mountain & Co. I Acquisition Corp. Class A Ordinary Shares,0,United States,2021,3157266,Finance,Blank Checks
MCAAU,Mountain & Co. I Acquisition Corp. Unit,0,United States,2021,1,Finance,Blank Checks
MCAAW,Mountain & Co. I Acquisition Corp. Warrant,0,United States,2021,89455,Finance,Blank Checks
MCAC,Monterey Capital Acquisition Corporation Class A Common Stock,0,United States,2022,600,Finance,Blank Checks
MCACR,Monterey Capital Acquisition Corporation Rights,0,United States,2022,20,Finance,Blank Checks
MCACW,Monterey Capital Acquisition Corporation Warrants,0,United States,2022,876,Finance,Blank Checks
MCAF,Mountain Crest Acquisition Corp. IV Common Stock,0,United States,2021,242,Finance,Blank Checks
MCAFU,Mountain Crest Acquisition Corp. IV Unit,0,United States,2021,100,Finance,Blank Checks
MCAG,Mountain Crest Acquisition Corp. V Common Stock,0,United States,2021,1,Finance,Blank Checks
MCN,Madison Covered Call & Equity Strategy Fund Common Stock,0,United States,2004,28974,,
MCVT,Mill City Ventures III Ltd. Common Stock,16920926,United States,,246,Finance,Finance Companies
MDAI,Spectral AI Inc. Class A Common Stock,0,United States,2021,305704,Health Care,Medical/Dental Instruments
MDAIW,Spectral AI Inc. Warrants,0,United States,2021,36188,Health Care,Medical/Dental Instruments
MDIA,Mediaco Holding Inc. Class A Common Stock ,13179446,United States,,16672,Consumer Discretionary,Broadcasting
MDRR,Medalist Diversified REIT Inc. Common Stock,12314396,United States,2018,5792,Real Estate,Real Estate Investment Trusts
MEDS,TRxADE HEALTH Inc. Common Stock,10037596,United States,,42192,Health Care,Other Pharmaceuticals
MEGI,MainStay CBRE Global Infrastructure Megatrends Term Fund Common Shares,0,United States,2021,222612,Finance,Investment Managers
MEIP,MEI Pharma Inc. Common Stock,26518171,United States,2003,35659,Health Care,Biotechnology: Pharmaceutical Preparations
MER^K,Bank of America Corporation Income Capital Obligation Notes initially due December 15 2066,,United States,,24283,,
MESA,Mesa Air Group Inc. Common Stock,37075559,United States,2018,332626,Consumer Discretionary,Air Freight/Delivery Services
MET^A,MetLife Inc. Preferred Series A Floating Rate,,United States,,48181,,
MET^E,MetLife Inc. Depositary shares each representing a 1/1000th interest in a share of the Issuera??s 5.625% Non-Cumulative Preferred Stock Series E.,,United States,,23202,,
MET^F,MetLife Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.75% Non-Cumulative Preferred Stock Series F,,United States,,89255,,
MFA^B,MFA Financial Inc. Preferred Series B,,United States,,20628,,
MFA^C,MFA Financial Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,,23684,,
MFAN,MFA Financial Inc. 8.875% Senior Notes due 2029,0,United States,2024,27784,,
MFV,MFS Special Value Trust Common Stock,31480326,United States,,55449,Finance,Trusts Except Educational Religious and Charitable
MGAM,Mobile Global Esports Inc. Common Stock,4301893,United States,2022,117326,Consumer Discretionary,Services-Misc. Amusement & Recreation
MGOL,MGO Global Inc. Common Stock,5769343,United States,2023,71432,Consumer Discretionary,Advertising
MGRX,Mangoceuticals Inc. Common Stock,3501617,United States,2023,272338,Technology,Computer Software: Prepackaged Software
MHF,Western Asset Municipal High Income Fund Inc. Common Stock,0,United States,1988,71530,Finance,Finance/Investors Services
MHI,Pioneer Municipal High Income Fund Inc.,0,United States,2003,76578,Finance,Investment Managers
MICS,The Singing Machine Company Inc. Common Stock,4853298,United States,,53404,Consumer Staples,Diversified Electronic Products
MIMO,Airspan Networks Holdings Inc. Common Stock,10374806,United States,2020,504135,Consumer Discretionary,Telecommunications Equipment
MIND,MIND Technology Inc. Common Stock (DE),8589169,United States,1994,1062,Industrials,Industrial Machinery/Components
MINDP,MIND Technology Inc. Series A 9.00% Series A Cumulative Preferred Stock (DE),11597677,United States,,2035,Industrials,Industrial Machinery/Components
MINM,Minim Inc. Common Stock,15534841,United States,,350783,Utilities,Telecommunications Equipment
MIRA,MIRA Pharmaceuticals Inc. Common Stock,13746223,United States,2023,87018,Health Care,Biotechnology: Pharmaceutical Preparations
MITA,Coliseum Acquisition Corp. Class A Ordinary Share,0,United States,2021,173,Finance,Blank Checks
MITAW,Coliseum Acquisition Corp. Warrant,0,United States,2021,28154,Finance,Blank Checks
MITN,AG Mortgage Investment Trust Inc. 9.500% Senior Notes due 2029,0,United States,2024,5752,,
MITQ,Moving iMage Technologies Inc. Common Stock,6509690,United States,2021,3958,Telecommunications,Telecommunications Equipment
MITT^A,AG Mortgage Investment Trust Inc. 8.25% Preferred Series A,,United States,,5388,,
MITT^B,AG Mortgage Investment Trust Inc. Preferred Series B,,United States,,8003,,
MITT^C,AG Mortgage Investment Trust Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,,United States,,9783,,
MLGO,MicroAlgo Inc. Ordinary Shares,20691596,United States,2021,1489937,Technology,EDP Services
MMAT,Meta Materials Inc. Common Stock,16340482,United States,,235850,Technology,Semiconductors
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,0,United States,2012,34016,Finance,Investment Managers
MMU,Western Asset Managed Municipals Fund Inc. Common Stock,0,United States,1992,486277,Finance,Investment Managers
MNPR,Monopar Therapeutics Inc. Common Stock,15758384,United States,2019,1647273,Health Care,Biotechnology: Pharmaceutical Preparations
MNTS,Momentus Inc. Class A Common Stock,7652236,United States,2019,21148219,Industrials,Military/Government/Technical
MNTSW,Momentus Inc. Warrant,120395,United States,2019,296530,,
MOBXW,Mobix Labs Inc Warrants,6346217,United States,2021,9546,Finance,Blank Checks
MODD,Modular Medical Inc. Common Stock,43141144,United States,,86979,Health Care,Industrial Specialties
MOVE,Movano Inc. Common Stock,29721481,United States,2021,15854,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,0,United States,1992,55316,Finance,Finance Companies
MRAI,Marpai Inc. Class A Common Stock,11950256,United States,2021,2473700,Health Care,Managed Health Care
MRDB,MariaDB plc Ordinary Shares,20995548,United States,2022,306254,Finance,Blank Checks
MRIN,Marin Software Incorporated Common Stock,5337033,United States,,149448,Technology,EDP Services
MRKR,Marker Therapeutics Inc. Common Stock,35289409,United States,,23422,Health Care,Biotechnology: Pharmaceutical Preparations
MS^A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,,United States,,37691,,
MS^E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,,United States,,41825,,
MS^F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,,United States,,18743,,
MS^I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),,United States,,160080,,
MS^K,Morgan Stanley Depositary Shares each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K,,United States,,109052,,
MS^L,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L,,United States,,62804,,
MS^O,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.250% Non-Cumulative Preferred Stock Series O,,United States,,91892,,
MS^P,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 6.500% Non-Cumulative Preferred Stock Series P,,United States,,94159,,
MSAI,MultiSensor AI Holdings Inc. Common Stock,33778025,United States,2021,65999,,
MSAIW,MultiSensor AI Holdings Inc. Warrant,588276,United States,2021,20399,Finance,Blank Checks
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,0,United States,1993,68441,Finance,Trusts Except Educational Religious and Charitable
MSDL,Morgan Stanley Direct Lending Fund Common Stock,0,United States,2024,37648,,
MSGM,Motorsport Games Inc. Class A Common Stock,7853449,United States,2021,6213,Technology,Computer Software: Prepackaged Software
MSN,Emerson Radio Corporation Common Stock,10942179,United States,1994,4672,Consumer Staples,Consumer Electronics/Appliances
MSS,Maison Solutions Inc. Class A Common Stock,30914047,United States,2023,101522,,
MSSA,Metal Sky Star Acquisition Corporation Ordinary shares,0,United States,2022,1322,Finance,Blank Checks
MSSAR,Metal Sky Star Acquisition Corporation Right,0,United States,2022,1017,Finance,Blank Checks
MSSAW,Metal Sky Star Acquisition Corporation Warrant,0,United States,2022,141,Finance,Blank Checks
MTAL,Metals Acquisition Limited Ordinary Shares,0,United States,,419,Finance,Blank Checks
MTB^H,M&T Bank Corporation Perpetual Fixed-to-Floating Rate Non-Cumulative Preferred Stock Series H,,United States,,15023,,
MTEM,Molecular Templates Inc. Common Stock,19992277,United States,2005,23789,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MTEX,Mannatech Incorporated Common Stock,16369355,United States,,2201,Health Care, Medicinal Chemicals and Botanical Products 
MTR,Mesa Royalty Trust Common Stock,18840895,United States,,8019,Energy,Oil & Gas Production
MULN,Mullen Automotive Inc. Common Stock,42984203,United States,,654238,Technology,EDP Services
MVLA,Movella Holdings Inc. Common Stock,14661340,United States,2021,329288,Technology,EDP Services
MVLAW,Movella Holdings Inc. Warrant,1797032,United States,2021,21289,Technology,EDP Services
MVSTW,Microvast Holdings Inc. Warrants,23486884,United States,2019,43414,Miscellaneous,Industrial Machinery/Components
MXC,Mexco Energy Corporation Common Stock,20810553,United States,2003,5229,Energy,Oil & Gas Production
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock,0,United States,,1019,Finance,Finance Companies
MXF,Mexico Fund Inc. (The) Common Stock,0,United States,,33111,Finance,Trusts Except Educational Religious and Charitable
MYMD,MyMD Pharmaceuticals Inc. Common Stock,6693242,United States,2014,15427,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,0,United States,1992,128990,Finance,Finance Companies
MYPSW,PLAYSTUDIOS Inc. Warrant,8041854,United States,2020,5801,Technology,EDP Services
NAC,Nuveen California Quality Municipal Income Fund,0,United States,1999,166606,Finance,Investment Managers
NAD,Nuveen Quality Municipal Income Fund Common Stock,0,United States,1999,542194,Finance,Investment Managers
NAII,Natural Alternatives International Inc. Common Stock,35923997,United States,,2269,Health Care, Medicinal Chemicals and Botanical Products 
NAOV,NanoVibronix Inc. Common Stock,1963023,United States,,31141,Health Care,Industrial Specialties
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,0,United States,1992,9863,Finance,Finance/Investors Services
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,0,United States,2010,58412,Finance,Finance Companies
NBH,Neuberger Berman Municipal Fund Inc. Common Stock,0,United States,2002,73370,Finance,Finance/Investors Services
NBSE,NeuBase Therapeutics Inc.  Common Stock,3412223,United States,,188192,Health Care,Biotechnology: Pharmaceutical Preparations
NBST,Newbury Street Acquisition Corporation Common Stock,0,United States,2021,1,Finance,Blank Checks
NBSTW,Newbury Street Acquisition Corporation Warrants,0,United States,2021,3391,Finance,Blank Checks
NBY,NovaBay Pharmaceuticals Inc. Common Stock,966337,United States,2007,1421474,Health Care,Biotechnology: Pharmaceutical Preparations
NCA,Nuveen California Municipal Value Fund,0,United States,,72454,Finance,Investment Managers
NCPL,Netcapital Inc. Common Stock,1395222,United States,,507777,Finance,Investment Managers
NCPLW,Netcapital Inc. Warrants,153238,United States,,6,Finance,Investment Managers
NCSM,NCS Multistage Holdings Inc. Common Stock,37440584,United States,2017,3256,Energy,Oilfield Services/Equipment
NCV^A,Virtus Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares,,United States,,1427,,
NCZ^A,Virtus Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares,,United States,,2003,,
NDP,Tortoise Energy Independence Fund Inc. Common Stock,0,United States,2012,3267,Finance,Finance/Investors Services
NDRA,ENDRA Life Sciences Inc. Common Stock,9707941,United States,2017,211949,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,0,United States,2002,821087,Finance,Finance/Investors Services
NEE^N,NextEra Energy Inc. Series N Junior Subordinated Debentures due March 1 2079,,United States,,35609,,
NEE^R,NextEra Energy Inc. 6.926% Corporate Units,,United States,,74180,,
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,8177470,United States,,58,Real Estate,Building operators
NEOV,NeoVolta Inc. Common Stock,37058241,United States,,47111,Miscellaneous,Industrial Machinery/Components
NEOVW,NeoVolta Inc. Warrant,4985414,United States,,6,Miscellaneous,Industrial Machinery/Components
NEPH,Nephros Inc. Common Stock,31559645,United States,,35441,Health Care,Medical/Dental Instruments
NERV,Minerva Neurosciences Inc Common Stock,18182856,United States,2014,90604,Health Care,Biotechnology: Pharmaceutical Preparations
NETD,Nabors Energy Transition Corp. II Class A Ordinary Shares,0,United States,2023,12077,,
NETDU,Nabors Energy Transition Corp. II Unit,0,United States,2023,8,,
NEXI,NexImmune Inc. Common Stock,6877813,United States,2021,159855,Health Care,Biotechnology: Pharmaceutical Preparations
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,0,United States,2005,152070,Finance,Finance: Consumer Services
NGL^B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,,United States,,30974,,
NGL^C,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests,,United States,,1799,,
NHS,Neuberger Berman High Yield Strategies Fund,0,United States,,84840,Finance,Trusts Except Educational Religious and Charitable
NI^B,NiSource Inc Depositary Shares representing 1/1000th ownership interest in a share of 6.50% Series B Preferred Stock and 1/1000th ownership interest in a share of Series B-1 Preferred Stock,,United States,,1028606,,
NIM,Nuveen Select Maturities Municipal Fund Common Stock,0,United States,1992,294877,Finance,Trusts Except Educational Religious and Charitable
NIOBW,NioCorp Developments Ltd. Warrant,14657532,United States,,1300,Basic Materials,Metal Mining
NKGN,NKGen Biotech Inc. Common Stock,18868297,United States,,744788,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NKGNW,NKGen Biotech Inc. Warrants,700237,United States,,30004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,0,United States,2002,125038,Finance,Finance/Investors Services
NLY^F,Annaly Capital Management Inc 6.95% Series F,,United States,,65392,,
NLY^G,Annaly Capital Management Inc 6.50% Series G Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,,10347,,
NLY^I,Annaly Capital Management Inc 6.750% Series I Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,,22278,,
NMI,Nuveen Municipal Income Fund Inc. Common Stock,0,United States,1988,69496,Finance,Trusts Except Educational Religious and Charitable
NMS,Nuveen Minnesota Quality Municipal Income Fund ,0,United States,2014,3787,Finance,Finance Companies
NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,0,United States,,20799,Finance,Finance/Investors Services
NMTC,NeuroOne Medical Technologies Corporation Common Stock,31635730,United States,,179987,Health Care,Medical/Dental Instruments
NMZ,Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share,0,United States,2003,254900,Finance,Finance/Investors Services
NNAG,99 Acquisition Group Inc. Class A Common Stock,0,United States,2023,3446,,
NNAGR,99 Acquisition Group Inc. Right,0,United States,2023,31750,,
NNAGU,99 Acquisition Group Inc. Unit ,0,United States,2023,109,,
NNAGW,99 Acquisition Group Inc. Warrant,0,United States,2023,203344,,
NNVC,NanoViricides Inc. Common Stock,14252590,United States,,20250,Health Care,Biotechnology: Pharmaceutical Preparations
NNY,Nuveen New York Municipal Value Fund Common Stock,0,United States,1988,52075,Finance,Investment Managers
NOM,Nuveen Missouri Quality Municipal Income Fund ,0,United States,1993,5114,Finance,Investment Managers
NPAB,New Providence Acquisition Corp. II Class A Common Stock,0,United States,2021,30,Finance,Blank Checks
NPV,Nuveen Virginia Quality Municipal Income Fund Common Stock,0,United States,1993,41506,Finance,Investment Managers
NQP,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,0,United States,1991,55966,Finance,Trusts Except Educational Religious and Charitable
NRBO,NeuroBo Pharmaceuticals Inc. Common Stock,30516344,United States,2016,83621,Health Care,Biotechnology: Pharmaceutical Preparations
NREF^A,NexPoint Real Estate Finance Inc. 8.50% Series A Cumulative Redeemable Preferred Stock,,United States,,3068,,
NRK,Nuveen New York AMT-Free Quality Municipal Income Fund ,0,United States,2002,157900,Finance,Trusts Except Educational Religious and Charitable
NRO,Neuberger Berman Real Estate Securities Income Fund Inc.,0,United States,2003,167621,Finance,Finance/Investors Services
NRT,North European Oil Royality Trust Common Stock,49077751,United States,,40262,Energy,Oil & Gas Production
