Ticker,Financial_currentPrice,Financial_totalCash,Financial_totalCashPerShare,Financial_ebitda,Financial_totalDebt,Financial_quickRatio,Financial_currentRatio,Financial_totalRevenue,Financial_debtToEquity,Financial_revenuePerShare,Financial_returnOnAssets,Financial_returnOnEquity,Financial_freeCashflow,Financial_ebitdaMargins,Financial_profitMargins,KeyStats_enterpriseValue,KeyStats_sharesOutstanding,KeyStats_heldPercentInsiders,KeyStats_priceToBook,KeyStats_enterpriseToEbitda,SharePurchase_period,SharePurchase_buyInfoCount,SharePurchase_buyInfoShares,SharePurchase_buyPercentInsiderShares,SharePurchase_sellInfoCount,SharePurchase_sellInfoShares,SharePurchase_sellPercentInsiderShares,SharePurchase_netInfoCount,SharePurchase_netInfoShares,SharePurchase_netPercentInsiderShares,SharePurchase_totalInsiderShares
AUVIP,4.52,1546911,2.792,-9483582,13604567,0.252,0.509,37944720,59.787,190.32,-0.14475,-0.80013,14742473,-0.24993,-0.51238,19338800,,,0.099051125,-2.039,6m,0,0,,0,,,0,0,,0
AVGR,3.695,8725000,6.368,-15565000,15178000,0.52,0.854,7747000,,13.117,-0.43242002,-9.73163,-11080625,-2.00916,-2.2561,11515586,1279930,0.14283,,-0.74,6m,165,1687734,0.0,18,1382670,0.0,183,305064,-2.789,195693
AVHI,11.44,18810,0.006,,367000,0.006,0.009,,,,-0.03571,,676569,0.0,0.0,36250584,3050940,0.50103,,,6m,0,0,,0,,,0,0,,1572393
AVHIU,12.03,18810,0.006,,367000,0.006,0.009,,,,-0.03571,,676569,0.0,0.0,38102192,,0.0,,,6m,0,0,,0,,,0,0,,0
AVHIW,0.0315,18810,0.006,,367000,0.006,0.009,,,,-0.03571,,676569,0.0,0.0,,,,3.5000002,,6m,0,0,,0,,,0,0,,0
AVK,11.79,3960,0.0,,349062208,0.087,0.088,32267672,81.802,0.933,0.018339999,-0.08238,4002822,0.0,-1.2008001,756918784,34593800,7e-05,0.95581675,,6m,2,800,0.09,1,7163,0.81,3,-6363,-0.71900004,2421
AVTX,4.5,10180000,12.7,-28398000,1992000,1.951,2.108,2249000,13.556,26.245,-0.54219,-5.2400703,-24470876,0.0,0.0,-4580800,801611,0.0011999999,0.24547239,0.161,6m,123,56288441,0.0,2,3684812,0.0,125,52603629,-1.0,961
AWF,10.4,41330,0.0,,12565248,0.673,1.049,71239536,1.384,0.826,0.04161,0.12549,,0.0,1.56767,909312576,86229696,0.0001,0.9880296,,6m,0,0,,0,,,0,0,,8622
AWH,3.88,5100000,0.493,-19577000,2337000,1.296,1.467,9177000,,1.054,-0.75942004,-3.45888,-12970000,-2.13327,-1.98235,37343916,10336800,0.42459,,-1.908,6m,8,96410,0.022,1,980,0.0,9,95430,0.022,4388916
AWP,3.77,,,,79810024,0.12,0.12,16049639,26.184,0.188,0.017819999,-0.04666,6518504,0.0,-0.96821,,85408000,1.0000001e-05,1.0563183,,6m,0,0,,0,,,0,0,,854
AWRE,1.95,27522000,1.311,-5467000,4528000,4.558,4.683,17933000,11.958,0.849,-0.07579,-0.12003,-607125,-0.30486,-0.26945,17939866,20990800,0.4383,1.0821309,-3.281,6m,0,0,,0,,,0,0,,9200674
AWX,2.3788,673000,0.173,3364000,33989000,0.651,0.784,84534000,91.939,21.681,-0.0029199999,-0.058579996,-604125,0.03979,-0.02268,42013968,3287650,0.36398998,0.24704538,12.489,6m,0,0,,0,,,0,0,,1419353
AXDX,1.06,21151000,1.454,-54031000,36570000,0.63,0.859,12004000,,1.065,-0.62145,,-531500,0.0,0.0,30842642,21300200,0.33485,,-0.571,6m,17,1346276,0.38099998,10,4181,0.001,27,1342095,0.38,4872270
AYRO,1.68,37915684,7.754,-24067278,744898,18.916,27.579,949928,2.114,0.203,-0.25877002,-0.65690005,-30404156,0.0,0.0,-21030046,4890140,0.13522,0.30080572,0.874,6m,39,3032345,0.0,47,1630041,0.0,86,1402304,-1.892,661244
AYTU,3.04,19529000,3.508,3094000,18257000,0.762,1.112,98498000,55.572,21.043,-0.02578,-0.45753,11385875,0.03141,-0.18270999,15653495,5567600,0.03484,0.51516694,5.059,6m,0,0,,0,,,0,0,,193975
BAC^B
BAC^E
BAC^K
BAC^L
BAC^M
BAC^N
BAC^O
BAC^P
BAC^Q
BAC^S
BACK,1.39,224646,0.197,-5934273,1122344,0.391,0.842,8474539,109.139,7.719,-0.36084,-2.37353,-2089730,-0.70025,-1.7621499,6779964,1138320,0.1751,,-1.143,6m,0,0,,0,,,0,0,,199320
BAERW,0.1999,22834362,0.51,-29149676,215507904,2.945,4.152,66712176,426.366,1.485,-0.08162,,-21884784,-0.43695,-0.9482,,,,0.026749631,,6m,0,0,,0,,,0,0,,0
BANC^F
BANFP
BAYA
BAYAR
BBGI,0.868,26733920,0.881,20615306,305726240,1.66,1.794,247109264,205.215,8.266,0.01145,-0.40335998,-4439892,0.08343001,-0.304,305317920,13666300,0.33154,0.17663817,14.81,6m,0,0,,0,,,0,0,,10055294
BBLG,2.29,3026569,5.665,,0,3.64,4.496,,,,-0.96341,-2.02147,-7210886,0.0,0.0,-1803164,534238,0.05982,0.42095587,,6m,28,54020059,0.0,2,7911,0.0,30,54012148,-1.0009999,31958
BBLGW,13.45,3026569,5.665,,0,3.64,4.496,,,,-0.96341,-2.02147,-7210886,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
BBN,16.57,,,,,,,,,,,,,0.0,0.0,,61792500,0.0,,,6m,0,0,,0,,,0,0,,0
BC^A
BC^B
BC^C
BCDA,0.4101,1835000,0.085,-12493000,1398000,0.582,0.635,570000,,0.028,-1.2163501,-7.2895,-6829250,0.0,0.0,8429129,25913500,0.36236,,-0.675,6m,1,108108,0.0139999995,1,129802,0.017,2,-21694,-0.003,7834017
BCDAW,0.0204,1835000,0.085,-12493000,1398000,0.582,0.635,570000,,0.028,-1.2163501,-7.2895,-6829250,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
BCEL,0.2469,21388000,0.54,-76419000,1281000,1.405,1.585,,11.906,,-0.51203,-1.82701,-25987124,0.0,0.0,-10323816,38409100,0.027379999,0.90772057,0.135,6m,0,0,,0,,,0,0,,1084907
BCLI,0.3482,1418000,0.029,-21281000,2891000,0.235,0.243,,,,-1.4225501,,-13785750,0.0,0.0,18528388,48981600,0.16389,,-0.871,6m,0,0,,0,,,0,0,,8027592
BCOW,7.26,27569000,4.862,,78499000,,,12581000,,2.268,-0.00828,-0.06143,,0.0,-0.35657,92098608,6109640,0.043130003,0.5883306,,6m,0,0,,0,,,0,0,,244573
BCV,15.39,4159,0.001,,0,3.552,3.552,4294968,,,,,,0.0,-0.39643002,119689208,5828030,0.0313,0.8383723,,6m,2,316,0.002,5,9082,0.048,7,-8766,-0.046,182417
BCV^A
BDJ,8.11,619345,0.003,,0,0.137,0.151,45165028,,0.242,0.0114,0.09491,35090024,0.0,3.5064402,1511848576,186494000,3.0000001e-05,0.9184598,,6m,0,0,,0,,,0,0,,5594
BDL,24.48,26897000,14.471,11911000064,50469000,1.616,1.968,137045000192,68.036,73733.74,0.04496,0.31577,1928000000,0.08691,0.08599,84255680,1858650,0.70835,0.0008884053,0.007,6m,0,0,,0,,,0,0,,1316572
BEAT,1.59,19184000,0.729,,0,18.826,19.116,,,,-0.70972997,-1.18774,-7450419,0.0,0.0,22679160,26329000,0.27497998,2.2457628,,6m,0,0,,0,,,0,0,,7239956
BEEMW,0.6001,14758000,1.037,-21522000,1422000,2.586,3.997,55221000,2.831,4.25,-0.26368,-0.47139,-21401124,-0.38974,-0.34048998,,,,,,6m,0,0,,0,,,0,0,,0
BENF,0.1052,11248000,0.041,-198136992,128197000,0.117,0.117,-74207000,50.268,-0.728,-0.07199,-1.68446,-50743000,0.0,0.0,573251776,256666000,0.72968,,-2.893,6m,0,0,,0,,,0,0,,201250160
BENFW,0.0071,11248000,0.041,-198136992,128197000,0.117,0.117,-74207000,50.268,-0.728,-0.07199,-1.68446,-50743000,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
BF/A
BF/B
BFK,10.34,,,,270887392,0.316,0.331,35505440,52.267,0.799,,,,0.0,-0.14807999,,44447600,0.0,0.8867925,,6m,0,0,,0,,,0,0,,0
BFRG,4.25,3856037,0.633,-4613068,213290,8.645,9.435,75000,5.659,0.016,-1.34771,-7.01521,-3529650,0.0,0.0,22259492,7123350,0.46335,6.8770227,-4.825,6m,0,0,,0,,,0,0,,2823953
BFRGW
BFRI,0.88,6763000,4.456,-21433000,2814000,0.362,1.017,33619000,271.098,25.217,-0.30754,-2.23772,-3409500,-0.63752997,-0.78652,-2613487,5089410,0.37855,1.1594203,0.122,6m,0,0,,0,,,0,0,,574498
BFRIW,0.0598,6763000,4.456,-21433000,2814000,0.362,1.017,33619000,271.098,25.217,-0.30754,-2.23772,-3409500,-0.63752997,-0.78652,,,,,,6m,0,0,,0,,,0,0,,0
BFS^D
BFS^E
BFX,0.195,81482000,2.654,142732992,41348000,1.296,2.173,735318016,21.002,24.221,0.28667998,0.75398004,,0.19410999,0.1456,-34148084,36407800,0.15998,,-0.239,6m,0,0,,0,,,0,0,,4910906
BFZ,11.79,,,,206440000,0.055,0.057,23959544,52.352,0.791,0.019199999,0.00121,3638776,0.0,0.02042,,30274200,0.0,0.90518236,,6m,0,0,,0,,,0,0,,0
BGB,11.81,,,,,,,,,,,,,0.0,0.0,,44664400,0.00127,,,6m,2,29620,,0,,,2,29620,-1.0,0
BGH,14.28,,,,,,,,,,,,,0.0,0.0,,20064300,0.0008,,,6m,0,0,,0,,,0,0,,0
BGT,13.0,446093,0.02,,91136080,0.055,0.058,31804714,32.022,1.425,0.045640003,0.13469,14454803,0.0,1.17584,380793280,22315600,0.0,1.0192881,,6m,0,0,,0,,,0,0,,0
BGXX,0.25,121724,0.001,-8384567,0,0.014,0.032,,,,-0.26691,-0.66585,-1088977,0.0,0.0,45849232,183884000,0.62609,2.9411764,-5.468,6m,0,0,,0,,,0,0,,115127824
BGY,5.36,582896,0.006,,0,0.278,1.137,16859938,,0.164,0.0099599995,-0.10231,4355271,0.0,0.0,550133760,101375000,0.0,0.92797786,,6m,0,0,,0,,,0,0,,0
BHAC,10.45,56600,0.007,,548560,0.024,0.024,,,,-0.00636,,-1860049,0.0,0.0,84740160,5312030,0.63079,,,6m,4,12000000,0.0,1,2200940,0.0,5,9799060,-2.079,5085447
BHIL,0.1886,65565000,0.315,-70288000,196300000,1.382,2.257,455927008,162.94,2.432,-0.13108,-0.57348996,-88681872,-0.15416999,-0.28748,170035280,208379008,0.39318,0.32573402,-2.419,6m,7,1207731,0.015,3,31971,0.0,10,1175760,0.015,81930472
BHK,10.55,701595,0.013,,388042944,0.048,0.077,47754928,65.986,0.884,0.02106,-0.2855,-45607652,0.0,0.0,957154240,54010700,0.0,0.9689567,,6m,2,1392,0.0,1,1320,0.0,3,72,-0.991,0
BHR^B
BHR^D
BHV,11.01,11484,0.007,,13552399,0.085,0.109,1370361,65.334,,,,,0.0,-2.45537,31285072,1604580,0.0,0.8554114,,6m,0,0,,0,,,0,0,,0
BIAF,3.0,4509236,0.475,-7178510,1686112,2.868,3.069,321489,24.108,0.038,-0.37390998,-0.7389,-4195273,0.0,0.0,25683604,9502240,0.44595,3.9525692,-3.578,6m,0,0,,0,,,0,0,,4237525
BIAFW,0.5705,4509236,0.475,-7178510,1686112,2.868,3.069,321489,24.108,0.038,-0.37390998,-0.7389,-4195273,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
BIO/B
BIOL,0.144,7809000,3.4,-18227000,15979000,0.617,1.404,49725000,271.567,92.935,-0.31381,-2.54959,-4267500,-0.36655998,-0.50611997,14052736,19195000,0.00468,0.9795918,-0.771,6m,0,0,,0,,,0,0,,10748
BIOR,1.1,12569000,0.53,-66979000,83350000,0.192,0.277,18000,,0.002,-0.86797994,,16059125,0.0,0.0,96855040,27209300,0.111090004,,-1.446,6m,0,0,,0,,,0,0,,2633241
BIVI,0.9027,20226698,0.508,-44179156,10261160,1.447,1.471,,136.976,,-0.80823,-2.5784202,-29825092,0.0,0.0,26005448,39924600,0.59504,4.801596,-0.589,6m,6,197696,0.008,2,84240,0.004,8,113456,0.005,23711284
BJDX,0.8614,5076937,4.097,-9721057,406836,1.813,2.331,0,7.804,0.0,-0.5416,-1.05522,-5777716,0.0,0.0,-3602705,1776910,0.256,0.204754,0.371,6m,0,0,,0,,,0,0,,317219
BKN,12.135,,,,132767104,0.401,0.433,16848972,57.63,0.966,,,,0.0,-0.097729996,,17439100,0.0,0.91862226,,6m,0,0,,0,,,0,0,,0
BKTI,11.8001,14087000,0.838,-263000,5229000,0.576,1.605,78125000,15.729,22.964,-0.02348,-0.17578,-2394250,-0.00337,-0.04456,189552848,3455500,0.17448,5.96869,-720.733,6m,10,44415,0.015,2,23413,0.008,12,21002,0.0069999998,2933765
BKYI,1.97,307086,0.403,-5063965,2740176,0.526,1.297,8588227,82.674,17.484,-0.27302998,-1.2593,-1312179,-0.58964,-1.06402,3935945,1810440,0.04772,0.31374425,-0.777,6m,0,0,,0,,,0,0,,36404
BLAC,10.65,57955,0.006,,217000,0.052,0.075,,,,-0.01676,,-19474,0.0,0.0,96594792,9055000,0.37355998,,,6m,0,0,,0,,,0,0,,3382585
BLACW
BLBX,2.7114,465564,0.146,-5177998,329448,0.367,0.543,3393028,4.195,1.047,-0.41966,-0.92754,-1965948,-1.52607,-1.51767,8512996,3213010,0.43388,1.10489,-1.644,6m,0,0,,0,,,0,0,,1383129
BLDEW,0.2,281968992,3.985,-30815000,716000,22.492,23.073,67158000,0.246,1.244,-0.11289,-0.24500999,-24524124,-0.45883998,-0.54973,,,,,,6m,0,0,,0,,,0,0,,0
BLE,10.8671,,,,336589472,0.19,0.201,41380960,57.674,0.857,0.02258,-0.00491,16542272,0.0,-0.07115,,48273100,0.00016000001,0.89885026,,6m,0,0,,0,,,0,0,,7723
BLEU,10.74,11841,0.001,,774480,0.025,0.161,,,,-0.00485,,-133993,0.0,0.0,91881328,1584050,0.8,,,6m,0,0,,0,,,0,0,,6787239
BLEUW,0.0294,11841,0.001,,774480,0.025,0.161,,,,-0.00485,,-133993,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
BLIN,1.12,1409000,0.135,-1131000,940000,0.608,0.713,15557000,8.488,1.493,-0.07637,-0.62711,452375,-0.0727,-0.64132005,11342722,10417600,0.16673,1.0676835,-10.029,6m,0,0,,0,,,0,0,,1736928
BML^G
BML^H
BML^J
BML^L
BMRA,1.21,7134000,0.424,-5961000,937000,4.501,5.634,5501000,9.986,0.345,-0.34708,-0.73151,-2664587,-1.08362,-1.10544,14157192,16821600,0.07304,2.1684587,-2.375,6m,0,0,,0,,,0,0,,1228653
BNED,0.9279,15008000,0.282,4672000,520484000,0.379,1.147,1554440960,491.189,29.519,-0.019270001,-0.58155996,28162250,0.00301,-0.06273,554793408,53149500,0.27747,0.46534607,118.749,6m,0,0,,0,,,0,0,,14747392
BNGO,1.19,63582000,1.637,-133269000,10142000,1.805,2.601,33610000,8.523,1.063,-0.36128,-1.13429,-60301500,0.0,0.0,-7219999,38840300,0.00685,0.35353538,0.054,6m,0,0,,0,,,0,0,,266056
BNIX,10.95,39589,0.007,,1789975,0.011,0.013,,,,-0.01777,,298975,0.0,0.0,61576948,5463610,0.30622,,,6m,0,0,,0,,,0,0,,1673067
BNIXR,0.2057,39589,0.007,,1789975,0.011,0.013,,,,-0.01777,,298975,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
BNIXW,0.0209,39589,0.007,,1789975,0.011,0.013,,,,-0.01777,,298975,0.0,0.0,,,,2.6125,,6m,0,0,,0,,,0,0,,0
BNOX,1.17,18250256,0.012,-26834096,533583,4.575,4.867,649605,1.61,0.08,-0.32106,-0.70723,-7177570,0.0,0.0,1700703744,8159640,0.0,0.28803545,-63.378,6m,0,0,,0,,,0,0,,0
BNTC,5.33,20374000,7.859,-21603000,423000,3.555,3.619,61000,2.734,0.03,-0.81529,-1.7830299,-9604375,0.0,0.0,-6133327,2592430,0.06809,0.8932462,0.284,6m,0,0,,0,,,0,0,,176518
BNY,10.58,,,,184113888,0.56,0.601,19587432,62.847,0.805,0.02041,-0.00486,7303348,0.0,-0.07453,,24318200,0.0,0.87822694,,6m,0,0,,0,,,0,0,,0
BNZI,0.811,396761,0.027,-8127878,20651592,0.013,0.018,4499342,,0.546,,,,-1.8064599,0.0,38661544,14673700,0.47731,,-4.757,6m,0,0,,0,,,0,0,,7114462
BNZIW,0.032,396761,0.027,-8127878,20651592,0.013,0.018,4499342,,0.546,,,,-1.8064599,0.0,,,,,,6m,0,0,,0,,,0,0,,0
BOCN,10.94,102450,0.009,,815350,0.129,0.146,,,,-0.01824,,88633,0.0,0.0,119695960,6157220,0.0,,,6m,0,0,,0,,,0,0,,0
BOCNW,0.0152,102450,0.009,,815350,0.129,0.146,,,,-0.01824,,88633,0.0,0.0,,,,5.0666666,,6m,0,0,,0,,,0,0,,0
BODI,8.06,45572000,7.286,-57398000,32779000,0.272,0.756,556265024,23.236,89.662,-0.19649,-0.67379,2740500,-0.10318,-0.23826,37619092,,0.1312,,-0.655,6m,0,0,,0,,,0,0,,820603
BOE,10.24,24,0.0,,121987,0.775,0.784,19313884,0.017,0.31,0.01097,0.09985,6557821,0.0,3.69945,,62231300,0.0,0.88352025,,6m,0,0,,0,,,0,0,,0
BOF,2.29,1008484,0.249,-2482376,376001,2.593,4.716,1373930,10.443,0.36,-0.4427,,-3148483,-1.80677,-2.40435,8628854,4044250,0.47497,2.5501113,-3.476,6m,0,0,,0,,,0,0,,1920898
BOH^A
BOLT,1.23,119724000,3.153,-75621000,20857000,6.534,6.691,7198000,16.262,0.191,-0.23009,-0.4502,-45440752,0.0,0.0,-52168980,37965900,0.0396,0.36412078,0.69,6m,5,2773336,0.0,5,289454,0.0,10,2483882,-2.533,1503448
BOWN,10.43,,,,,,,,,,,,,0.0,0.0,,9166500,,,,6m,0,0,,0,,,0,0,,0
BOWNU,10.5,,,,,,,,,,,,,0.0,0.0,,,0.0,,,6m,0,0,,0,,,0,0,,0
BOXL,0.845,18415000,1.916,12322000,53053000,1.185,2.237,180723008,89.691,19.289,0.00987,-0.34969002,14354375,0.068179995,-0.13005,71267984,9610630,0.07609,0.26489028,5.784,6m,11,426050,1.3280001,16,15517,0.048,27,410533,1.28,731273
BPT,2.16,5620000,0.263,,0,35.796,35.796,52518000,,2.454,5.49329,9.12928,,0.0,0.97285,114862000,21400000,0.0,8.470589,,6m,0,0,,0,,,0,0,,0
BPTH,6.31,2352000,3.808,-16707000,141000,1.733,3.539,,5.584,,-0.89113,-1.78101,-8369500,0.0,0.0,1686264,617633,0.00275,1.431813,-0.101,6m,0,0,,0,,,0,0,,1698
BRAC,11.24,11634,0.002,,2809515,0.002,0.002,,,,,,,0.0,0.0,87249384,4708560,1.74126,,,6m,0,0,,0,,,0,0,,13082921
BRACR,0.191,11634,0.002,,2809515,0.002,0.002,,,,,,,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
BRBS,2.47,114942000,5.987,,324473984,,,99259000,,5.234,-0.01654,-0.2325,,0.0,-0.5216,256952000,19198400,0.17568001,0.2549546,,6m,0,0,,0,,,0,0,,3372771
BREZ,11.69,181681,0.042,,0,0.024,0.046,,,,-0.09224,,2920113,0.0,0.0,50076856,4299280,0.83633006,,,6m,0,0,,0,,,0,0,,3595613
BREZR,0.145,181681,0.042,,0,0.024,0.046,,,,-0.09224,,2920113,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
BREZW,0.5,181681,0.042,,0,0.024,0.046,,,,-0.09224,,2920113,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
BRFH,1.27,1011000,0.073,-2635000,0,0.859,1.203,7636000,,0.588,-0.37207,-1.47346,-482625,-0.34508,-0.53248,16673463,13924800,0.38542998,12.828282,-6.328,6m,0,0,,0,,,0,0,,5367025
BRKH,10.9,358,0.0,,99975,0.0,0.013,,,,-0.01012,,2143363,0.0,0.0,190279584,15162700,0.68496,,,6m,0,0,,0,,,0,0,,11950979
BRKHU,10.63,358,0.0,,99975,0.0,0.013,,,,-0.01012,,2143363,0.0,0.0,185568704,,0.0,,,6m,0,0,,0,,,0,0,,0
BRKHW,0.1501,358,0.0,,99975,0.0,0.013,,,,-0.01012,,2143363,0.0,0.0,,,,50.03333,,6m,0,0,,0,,,0,0,,0
BRN,2.2499,3223000,0.321,2854000,36000,1.111,1.373,23913000,0.198,2.396,-0.05371,-0.13978,-239500,0.11935,-0.11349,19386200,10028100,0.55867,1.2396144,6.793,6m,0,0,,0,,,0,0,,5602393
BRTX,1.28,12238706,2.6,-16527180,198724,13.165,13.515,130200,1.549,0.033,-0.65737,-1.06856,-984214,0.0,0.0,-6001146,6556920,0.24183,0.46630237,0.363,6m,6,305500,0.367,2,528,0.0,8,304972,0.366,1138273
BRW,7.42,11292302,0.266,,52900000,0.082,1.194,24615078,14.949,0.579,0.03133,0.08483,-76213672,0.0,1.24299,357176544,42529500,5e-05,0.89171976,,6m,0,0,,0,,,0,0,,2126
BSFC,0.105,488833,0.034,-3799118,1787710,0.103,0.798,7170462,370.668,3.263,-0.20667,-3.7239401,4190565,-0.52983004,-1.5082401,2815369,17391600,0.25238,1.2962962,-0.741,6m,0,0,,0,,,0,0,,3645070
BSGM,0.66,389000,0.044,-28992000,532000,0.129,0.269,141000,,0.022,-4.4899898,-59.77351,-6619375,0.0,0.0,6424492,9334640,0.17207001,,-0.222,6m,205,8143768,0.0,9,1176998,0.0,214,6966770,-1.278,1516067
BSL,14.14,114563,0.009,,81000000,0.054,0.058,24423522,43.382,1.877,0.04445,0.076009996,15880958,0.0,0.59183997,264826224,13008500,0.00048000002,0.98515993,,6m,0,0,,0,,,0,0,,6244
BTA,10.21,,,,86424808,0.027,0.027,11035015,62.048,0.821,0.0241,-0.02328,2258490,0.0,-0.30531,,13439900,8.9999994e-05,0.98514086,,6m,0,0,,0,,,0,0,,1209
BTBD,1.8501,6913847,1.107,-519552,4362567,5.413,5.793,14057592,45.248,2.229,-0.044120003,-0.07089,-756830,-0.036960002,-0.05099,9004663,6246120,0.50867003,1.1982512,-17.332,6m,0,0,,0,,,0,0,,3177213
BTBDW
BTCS,1.51,853233,0.059,-3675379,0,1.759,18.356,1284397,,0.093,-0.22719999,-0.47713003,-6759897,-2.86156,0.0,23409810,15691200,0.39729,3.7009804,-6.369,6m,12,777049,0.156,1,50000,0.01,13,727049,0.146,5710323
BTCY,1.0,309989,0.033,-9722832,22587344,0.101,0.211,11627469,,1.319,-1.00228,,-188033,-0.8362,-1.2542701,33865140,9258960,0.14893,,-3.483,6m,0,0,,0,,,0,0,,1402865
BTMWW
BTO,29.1082,132879,0.007,,125000000,0.014,0.07,24045876,20.773,1.221,0.01306,0.0139999995,2605744,0.0,0.35918,697908992,19686600,0.00042,0.95227534,,6m,0,0,,0,,,0,0,,8268
BTOG,4.01,16274,0.005,-5640580,2075799,0.187,1.38,6261091,20.23,1.886,-0.2848,-1.2564,19706822,-0.90089,0.0,15617704,6300900,0.09934,1.3212521,-2.769,6m,0,0,,0,,,0,0,,335877
BTT,20.98,,,,819337792,0.289,0.289,83541672,49.351,1.185,0.017439999,-0.00071000005,1170906,0.0,-0.014359999,,70505600,2.0000001e-05,0.89094615,,6m,1,309,0.116000004,1,1519,0.57,2,-1210,-0.45400003,1410
BTTX,0.18,6598000,0.139,-29175000,14307000,0.516,0.568,,,,-0.95052004,,-15560500,0.0,0.0,16241612,54515600,0.5341,,-0.557,6m,0,0,,0,,,0,0,,25318156
BUI,20.87,,,,,,,,,,,,,0.0,0.0,,22426300,0.0,,,6m,0,0,,0,,,0,0,,0
BURU,0.144,1626730,0.046,-20368542,7174683,0.325,0.593,2145694,,0.07,-1.15565,,-8759989,0.0,0.0,10670403,36894300,0.68899,,-0.524,6m,0,0,,0,,,0,0,,24507692
BW^A
BWAQ,11.16,70134,0.011,,2492085,0.026,0.055,,,,-0.0090499995,,-622658,0.0,0.0,76103016,5002250,0.16078,,,6m,0,0,,0,,,0,0,,1061509
BWAQR,0.19,70134,0.011,,2492085,0.026,0.055,,,,-0.0090499995,,-622658,0.0,0.0,,,,63.333332,,6m,0,0,,0,,,0,0,,0
BWAQW,0.0347,70134,0.011,,2492085,0.026,0.055,,,,-0.0090499995,,-622658,0.0,0.0,,,,11.566667,,6m,0,0,,0,,,0,0,,0
BWEN,2.26,852000,0.04,13014000,31548000,0.668,1.181,196939008,58.278,9.375,0.02908,0.07239,-2558375,0.06608,0.018919999,82525952,21566400,0.13928,0.8897638,6.341,6m,1,10000,0.003,1,10000,0.003,2,0,0.0,2983006
BWG,8.48,,,,,,,,,,,,,0.0,0.0,,16791800,0.0,,,6m,0,0,,0,,,0,0,,0
BXMX,13.18,8523,0.0,,0,0.273,0.814,23568434,,0.226,0.00495,0.14914,,0.0,8.728271,1372889984,104165000,0.0,0.9577793,,6m,0,0,,0,,,0,0,,0
BYM,11.47,,,,177446256,0.103,0.11,23121068,53.157,0.881,0.02252,-0.025339998,20370326,0.0,-0.37916002,,26230700,0.0,0.9013044,,6m,0,0,,0,,,0,0,,0
BZFD,0.3377,42470000,0.293,-21859000,221796992,1.079,1.184,352976000,181.868,2.488,-0.05283,-0.8779,29950124,-0.061929997,-0.51845,230745088,139428992,0.35125,0.40933335,-10.556,6m,14,3026081,0.063,6,445801,0.009,20,2580280,0.053000003,50897540
BZFDW,0.0412,42470000,0.293,-21859000,221796992,1.079,1.184,352976000,181.868,2.488,-0.05283,-0.8779,29950124,-0.061929997,-0.51845,,,,,,6m,0,0,,0,,,0,0,,0
C^J
C^N
CADE^A
CADL,1.63,42983000,1.486,-35080000,22771000,4.162,4.367,31000,98.91,0.001,-0.33328,-0.84970003,-21909750,0.0,0.0,26927290,28919800,0.35236,2.0477388,-0.768,6m,0,0,,0,,,0,0,,10190185
CAF,12.21,,,,,,,,,,,,,0.0,0.0,,17368700,0.0,,,6m,0,0,,0,,,0,0,,0
CALC,4.39,14591000,2.567,-20609000,0,3.958,4.144,,,,-1.57199,-23.59197,-1869375,0.0,0.0,10365592,10257100,0.14963001,2.052361,-0.503,6m,0,0,,0,,,0,0,,850627
CAMP,2.38,38169000,23.104,7987000,241912992,1.094,1.695,264736000,,165.106,-0.02568,,9170125,0.03017,-0.38284,207675808,1650840,0.05572,,26.002,6m,191,5121911,0.0,43,456824,0.0,234,4665087,-1.02,92050
CARA,0.91,100758000,1.85,-121259000,6088000,4.094,4.539,20968000,10.665,0.387,-0.49295,-1.09803,,0.0,0.0,-45095104,54480700,0.14663,0.86832064,0.372,6m,5,116500,0.015,9,77800,0.01,14,38700,0.005,7988095
CARV,1.65,75230000,15.089,,57821000,,,27571000,,5.926,-0.00603,-0.10217,,0.0,-0.16278,13445260,4985610,0.22467,0.41311967,,6m,0,0,,0,,,0,0,,1120117
CASA,0.41,47925000,0.484,-47069000,185344000,0.745,1.483,249792000,,2.597,-0.10457,,1595000,-0.18843001,-0.42903998,178053696,99109000,0.22502,,-3.783,6m,0,0,,0,,,0,0,,22301508
CAUD,1.015,475278,,-4386493,8936896,0.34,0.348,20565320,203.938,,-0.20131001,-0.82991,1720932,-0.2133,-0.29712,,13726800,0.50743,,,6m,0,0,,0,,,0,0,,0
CBRG,11.02,33225,0.003,,2109352,0.204,0.674,,,,-0.0074199997,,-481335,0.0,0.0,111186624,3565680,0.0,,,6m,0,0,,0,,,0,0,,0
CBRGU,12.85,33225,0.003,,2109352,0.204,0.674,,,,-0.0074199997,,-481335,0.0,0.0,128810640,,0.0,,,6m,0,0,,0,,,0,0,,0
CCD,21.49,,,,,,,,,,,,,0.0,0.0,,26644300,0.23663001,,,6m,0,0,,1,500,1.0,1,-500,-1.0,0
